Card Name
Brand of Ill Omen
Chaos Lord
Chaos Moon
Conquer
Curse of Marit Lage
Dwarven Armory
Errantry
Flame Spirit
Flare
Game of Chaos
Glacial Crevasses
Goblin Mutant
Goblin Sappers
Goblin Ski Patrol
Goblin Snowman
Grizzled Wolverine
Imposing Visage
Karplusan Giant
Karplusan Yeti
Lava Burst
Márton Stromgald
Melee
Melting
Meteor Shower
Mountain Goat
Mudslide
Orcish Cannoneers
Orcish Conscripts
Orcish Farmer
Orcish Healer
Orcish Librarian
Orcish Squatters
Panic
Sabretooth Tiger
Stone Spirit
Stonehands
Tor Giant
Total War
Vertigo
Wall of Lava
Word of Blasting
Aurochs
Balduvian Bears
Blizzard
Brown Ouphe
Chub Toad
Dire Wolves
Earthlore
Elder Druid
Essence Filter
Fanatical Fever
Folk of the Pines
Forbidden Lore
Forgotten Lore
Foxfire
Freyalise Supplicant
Freyalise's Charm
Freyalise's Winds
Fyndhorn Brownie
Fyndhorn Elder
Fyndhorn Pollen
Gorilla Pack
Hot Springs
Johtull Wurm
Juniper Order Druid
Maddening Wind
Pale Bears
Pygmy Allosaurus
Pyknite
Rime Dryad
Ritual of Subdual
Scaled Wurm
Shambling Strider
Snowblind
Stampede
Tarpan
Thermokarst
Thoughtleech
Touch of Vitae
Trailblazer
Venomous Breath
Wall of Pine Needles
Whiteout
Wiitigo
Woolly Mammoths
Woolly Spider
Yavimaya Gnats
Altar of Bone
Centaur Archer
Chromatic Armor
Diabolic Vision
Earthlink
Elemental Augury
Essence Vortex
Fiery Justice
Fire Covenant
Flooded Woodlands
Fumarole
Ghostly Flame
Giant Trap Door Spider
Glaciers
Hymn of Rebirth
Kjeldoran Frostbeast
Merieke Ri Berit
Monsoon
Mountain Titan
Reclamation
Skeleton Ship
Spectral Shield
Storm Spirit
Stormbind
Wings of Aesthir
Adarkar Sentinel
Aegis of the Meek
Amulet of Quoz
Arcum's Sleigh
Arcum's Weathervane
Arcum's Whistle
Barbed Sextant
Baton of Morale
Celestial Sword
Crown of the Ages
Despotic Scepter
Elkin Bottle
Fyndhorn Bow
Goblin Lyre
Hematite Talisman
Ice Cauldron
Infinite Hourglass
Jester's Mask
Jeweled Amulet
Lapis Lazuli Talisman
Malachite Talisman
Nacre Talisman
Naked Singularity
Onyx Talisman
Pentagram of the Ages
Pit Trap
Runed Arch
Shield of the Ages
Skull Catapult
Snow Fortress
Soldevi Golem
Soldevi Simulacrum
Staff of the Ages
Sunstone
Time Bomb
Urza's Bauble
Vexing Arcanix
Vibrating Sphere
Walking Wall
Wall of Shields
War Chariot
Whalebone Glider
Halls of Mist
Ice Floe
Land Cap
Lava Tubes
River Delta
Timberline Ridge
Veldt
Adaptive Shimmerer
Farfinder
Blade Banish
Checkpoint Officer
Coordinated Charge
Daysquad Marshal
Drannith Healer
Fight as One
Flourishing Fox
Garrison Cat
Helica Glider
Imposing Vantasaur
Keensight Mentor
Light of Hope
Maned Serval
Patagia Tiger
Perimeter Sergeant
Sanctuary Lockdown
Savai Sabertooth
Snare Tactician
Solid Footing
Splendor Mare
Spontaneous Flight
Stormwild Capridor
Swallow Whole
Valiant Rescuer
Will of the All-Hunter
Aegis Turtle
Avian Oddity
Boon of the Wish-Giver
Capture Sphere
Convolute
Crystacean
Escape Protocol
Essence Scatter
Facet Reader
Frost Lynx
Frostveil Ambush
Glimmerbell
Gust of Wind
Hampering Snare
Keep Safe
Mystic Subdual
Neutralize
Of One Mind
Ominous Seas
Phase Dolphin
Startling Development
Thieving Otter
Wingfold Pteron
Wingspan Mentor
Bastion of Remembrance
Blitz Leech
Blood Curdle
Boot Nipper
Bushmeat Poacher
Call of the Death-Dweller
Corpse Churn
Dark Bargain
Dead Weight
Durable Coilbug
Duskfang Mentor
Easy Prey
Gloom Pangolin
Grimdancer
Heartless Act
Lurking Deadeye
Memory Leak
Mutual Destruction
Nightsquad Commando
Serrated Scorpion
Suffocating Fumes
Unbreakable Bond
Unexpected Fangs
Whisper Squad
Zagoth Mamba
Blazing Volley
Blisterspit Gremlin
Blitz of the Thunder-Raptor
Clash of Titans
Drannith Stinger
Ferocious Tigorilla
Fire Prophecy
Flame Spill
Footfall Crater
Forbidden Friendship
Frenzied Raptor
Frillscare Mentor
Go for Blood
Heightened Reflexes
Lava Serpent
Momentum Rumbler
Prickly Marmoset
Pyroceratops
Raking Claws
Reptilian Reflection
Rooting Moloch
Rumbling Rockslide
Sanctuary Smasher
Shredded Sails
Spelleater Wolverine
Tentative Connection
Weaponize the Monsters
Adventurous Impulse
Almighty Brushwagg
Barrier Breach
Bristling Boar
Charge of the Forever-Beast
Essence Symbiote
Excavation Mole
Exuberant Wolfbear
Flycatcher Giraffid
Fully Grown
Greater Sandwurm
Honey Mammoth
Hornbash Mentor
Humble Naturalist
Lead the Stampede
Migration Path
Monstrous Step
Mosscoat Goriak
Ram Through
Sudden Spinnerets
Survivors' Bond
Thwart the Enemy
Wilt
Back for More
Channeled Force
Dire Tactics
General's Enforcer
Primal Empathy
Savai Thundermane
Skull Prophet
A-Winota Joiner of Forces
Zenith Flare
Alert Heedbonder
Cunning Nightbonder
Jubilant Skybonder
Proud Wildbonder
Sonorous Howlbonder
Indatha Crystal
Ketria Crystal
Raugrin Crystal
Savai Crystal
Sleeper Dart
Springjaw Trap
Zagoth Crystal
Zilortha Strength Incarnate
Scion of Ugin
Angel of Mercy
Angelic Accord
Archangel of Thune
Auriok Champion
Benevolent Ancestor
Blinding Mage
Doomed Traveler
Dragon Bell Monk
Emerge Unscathed
Great Teacher's Decree
Guard Duty
Guided Strike
Iona's Judgment
Path of Bravery
Pentarch Ward
Serra Ascendant
Stalwart Aven
Student of Ojutai
Survival Cache
Sustainer of the Realm
Topan Freeblade
Yosei the Morning Star
Aetherize
Amass the Components
Ancestral Vision
Bewilder
Cephalid Broker
Claustrophobia
Consecrated Sphinx
Day of the Dragons
Diminish
Distortion Strike
Doorkeeper
Elusive Spellfist
Fog Bank
Illusory Ambusher
Illusory Angel
Jace's Phantasm
Jhessian Thief
Jin-Gitaxias Core Augur
Keiga the Tide Star
Mnemonic Wall
Ojutai's Breath
Shriekgeist
Skywise Teachings
Sphinx of Uthuun
Thought Scour
Abyssal Persecutor
Bala Ged Scorpion
Balustrade Spy
Bladewing's Thrall
Bloodghast
Bogbrew Witch
Butcher's Glee
Child of Night
Dead Reveler
Eternal Thirst
Festering Newt
Foul-Tongue Invocation
Grisly Spectacle
Haunting Hymn
Kokusho the Evening Star
Night of Souls' Betrayal
Noxious Dragon
Ob Nixilis the Fallen
Phyrexian Rager
Rakdos Drake
Reave Soul
Rotfeaster Maggot
Rune-Scarred Demon
Sanguine Bond
Tavern Swindler
Thrill-Kill Assassin
Ulcerate
Virulent Swipe
Wight of Precinct Six
Wrench Mind
Anger of the Gods
Battle-Rattle Shaman
Bogardan Hellkite
Charmbreaker Devils
Coordinated Assault
Crucible of Fire
Draconic Roar
Dragon Egg
Dragon Tempest
Furnace Whelp
Fury Charm
Hammerhand
Heat Ray
Hoarding Dragon
Keldon Halberdier
Kiln Fiend
Magus of the Moon
Mark of Mutiny
Prodigal Pyromancer
Ryusei the Falling Star
Scourge of Valkas
Splatter Thug
Surreal Memoir
Thundermaw Hellkite
Urabrask the Hidden
Vent Sentinel
Aerial Predation
Assault Formation
Carven Caryatid
Crowned Ceratok
Curse of Predation
Durkwood Baloth
Duskdale Wurm
Enlarge
Genesis Wave
Greater Basilisk
Inspiring Call
Jaddi Offshoot
Jugan the Rising Star
Nantuko Shaman
Nature's Claim
Netcaster Spider
Obstinate Baloth
Overgrown Battlement
Phantom Tiger
Prey's Vengeance
Primeval Titan
Rampaging Baloths
Timberland Guide
Undercity Troll
Vorinclex Voice of Hunger
Wall of Roots
Wildsize
Azorius Charm
Bladewing the Risen
Blizzard Specter
Blood Baron of Vizkopa
Chronicler of Heroes
Electrolyze
Firemane Angel
Glimpse the Unthinkable
Jungle Barrier
Knight of the Reliquary
Malfegor
Rosheen Meanderer
Savageborn Hydra
Simic Sky Swallower
Vizkopa Guildmage
Bubbling Cauldron
Darksteel Axe
Dragonloft Idol
Guardian Idol
Kolaghan Monument
Manakin
Mindcrank
Mishra's Bauble
Moonglove Extract
Oblivion Stone
Palladium Myr
Runed Servitor
Sandstone Oracle
Serum Powder
Star Compass
Trepanation Blade
Dimir Aqueduct
Golgari Rot Farm
Graven Cairns
Horizon Canopy
Izzet Boilerworks
Nimbus Maze
Orzhov Basilica
Radiant Fountain
River of Tears
Selesnya Sanctuary
Shimmering Grotto
Simic Growth Chamber
Alabaster Leech
Ardent Soldier
Atalya Samite Master
Benalish Emissary
Benalish Heralds
Benalish Lancer
Blinding Light
Capashen Unicorn
Crimson Acolyte
Crusading Knight
Death or Glory
Dismantling Blow
Divine Presence
Fight or Flight
Glimmering Angel
Harsh Judgment
Liberate6
Obsidian Acolyte
Orim's Touch
Pledge of Loyalty
Prison Barricade
Protective Sphere
Pure Reflection
Rampant Elephant
Razorfoot Griffin
Restrain
Reviving Dose
Rewards of Diversity
Ruham Djinn
Samite Ministration
Shackles
Spirit of Resistance
Spirit Weaver
Strength of Unity
Sunscape Apprentice
Sunscape Master
Teferi's Care
Wayfaring Giant
Winnow
Barrin's Unmaking
Blind Seer
Breaking Wave
Collective Restraint
Crystal Spray
Distorting Wake
Dream Thrush
Empress Galina
Essence Leak
Faerie Squadron
Manipulate Fate
Metathran Aerostat
Metathran Transport
Metathran Zombie
Probe
Prohibit
Psychic Battle
Rainbow Crow
Sapphire Leech
Shimmering Wings
Shoreline Raider
Sky Weaver
Stormscape Apprentice
Stormscape Master
Sway of Illusion
Temporal Distortion
Tidal Visionary
Tolarian Emissary
Tower Drake
Traveler's Cloak
Vodalian Hypnotist
Vodalian Serpent
Well-Laid Plans
Worldly Counsel
Zanam Djinn
Agonizing Demise
Andradite Leech
Annihilate
Bog Initiate
Cremate
Cursed Flesh
Defiling Tears
Desperate Research
Devouring Strossus
Do or Die
Dredge
Duskwalker
Exotic Curse
Firescreamer
Goham Djinn
Hate Weaver
Hypnotic Cloud
Marauding Knight
Mourning
Nightscape Apprentice
Nightscape Master
Phyrexian Battleflies
Phyrexian Delver
Phyrexian Infiltrator
Phyrexian Reaper
Phyrexian Slayer
Ravenous Rats
Reckless Spite
Recover
Scavenged Weaponry
Spreading Plague
Tainted Well
Trench Wurm
Twilight's Call
Urborg Emissary
Urborg Phantom
Urborg Shambler
Urborg Skeleton
Yawgmoth's Agenda
Ancient Kavu
Bend or Break
Breath of Darigaaz
Callous Giant
Chaotic Strike
Collapsing Borders
Crown of Flames
Firebrand Ranger
Ghitu Fire
Goblin Spy
Halam Djinn
Hooded Kavu
Kavu Aggressor
Kavu Monarch
Kavu Runner
Kavu Scout
Lightning Dart
Loafing Giant
Mages' Contest
Maniacal Rage
Overload
Pouncing Kavu
Rage Weaver
Rogue Kavu
Ruby Leech
Savage Offensive
Scarred Puma
Scorching Lava
Searing Rays
Shivan Emissary
Shivan Harvest
Skittish Kavu
Slimy Kavu
Stand or Fall
Stun
Tectonic Instability
Thunderscape Apprentice
Thunderscape Master
Tribal Flames
Turf Wound
Viashino Grappler
Zap
Aggressive Urge
Bind
Blurred Mongoose
Canopy Surge
Elfhame Sanctuary
Elvish Champion
Explosive Growth
Jade Leech
Kavu Climber
Kavu Lair
Kavu Titan
Llanowar Cavalry
Llanowar Elite
Llanowar Vanguard
Might Weaver
Molimo Maro-Sorcerer
Nomadic Elf
Pincer Spider
Pulse of Llanowar
Quirion Elves
Quirion Sentinel
Quirion Trailblazer
Restock
Rooting Kavu
Saproling Infestation
Saproling Symbiosis
Scouting Trek
Serpentine Kavu
Sulam Djinn
Thicket Elemental
Thornscape Apprentice
Thornscape Master
Treefolk Healer
Utopia Tree
Verdeloth the Ancient
Verduran Emissary
Vigorous Charge
Wallop
Wandering Stream
Whip Silk
Absorb
Aether Rift
Angelic Shield
Armored Guardian
Artifact Mutation
Aura Mutation
Aura Shards
Backlash
Barrin's Spite
Cauldron Dance
Charging Troll
Cinder Shade
Coalition Victory
Crosis the Purger
Darigaaz the Igniter
Dromar the Banisher
Dueling Grounds
Frenzied Tilling
Galina's Knight
Heroes' Reunion
Horned Cheetah
Hunting Kavu
Kangee Aerie Keeper
Llanowar Knight
Meteor Storm
Noble Panther
Ordered Migration
Overabundance
Plague Spores
Pyre Zombie
Reckless Assault
Riptide Crab
Rith the Awakener
Sabertooth Nishoba
Samite Archer
Seer's Vision
Shivan Zombie
Sleeper's Robe
Slinking Serpent
Smoldering Tar
Spinal Embrace
Stalking Assassin
Teferi's Moat
Tsabo Tavoc
Urborg Drake
Vicious Kavu
Vile Consumption
Vodalian Zombie
Void
Voracious Cobra
Wings of Hope
Yavimaya Barbarian
Yavimaya Kavu
Stand // Deliver
Pain // Suffering
Alloy Golem
Bloodstone Cameo
Chromatic Sphere
Crosis's Attendant
Darigaaz's Attendant
Drake-Skull Cameo
Dromar's Attendant
Juntu Stakes
Lotus Guardian
Phyrexian Altar
Phyrexian Lens
Planar Portal
Power Armor
Rith's Attendant
Seashell Cameo
Sparring Golem
Tek
Tigereye Cameo
Treva's Attendant
Troll-Horn Cameo
Urza's Filter
Ancient Spring
Archaeological Dig
Coastal Tower
Geothermal Crevice
Irrigation Ditch
Sulfur Vent
Tinder Farm
Abbey Griffin
Angelic Overseer
Avacynian Priest
Bonds of Faith
Champion of the Parish
Chapel Geist
Cloistered Youth // Unholy Fiend
Dearly Departed
Divine Reckoning
Elder Cathar
Feeling of Dread
Fiend Hunter
Gallows Warden
Geist-Honored Monk
Ghostly Possession
Intangible Virtue
Mausoleum Guard
Midnight Haunting
Moment of Heroism
Nevermore
Paraselene
Purify the Grave
Rally the Peasants
Rebuke
Selfless Cathar
Silverchase Fox
Slayer of the Wicked
Spare from Evil
Spectral Rider
Stony Silence
Thraben Purebloods
Thraben Sentry // Thraben Militia
Unruly Mob
Urgent Exorcism
Village Bell-Ringer
Voiceless Spirit
Armored Skaab
Back from the Brink
Battleground Geist
Cackling Counterpart
Civilized Scholar // Homicidal Brute
Curiosity
Deranged Assistant
Dream Twist
Fortress Crab
Frightful Delusion
Grasp of Phantoms
Hysterical Blindness
Invisible Stalker
Laboratory Maniac
Lantern Spirit
Lost in the Mist
Makeshift Mauler
Memory's Journey
Mindshrieker
Mirror-Mad Phantasm
Moon Heron
Murder of Crows
Rooftop Storm
Runic Repetition
Selhoff Occultist
Sensory Deprivation
Silent Departure
Skaab Goliath
Skaab Ruinator
Spectral Flight
Stitched Drake
Stitcher's Apprentice
Sturmgeist
Think Twice
Undead Alchemist
Abattoir Ghoul
Altar's Reap
Army of the Damned
Bitterheart Witch
Bloodgift Demon
Brain Weevil
Bump in the Night
Corpse Lunge
Curse of Death's Hold
Curse of Oblivion
Disciple of Griselbrand
Endless Ranks of the Dead
Ghoulcaller's Chant
Ghoulraiser
Gruesome Deformity
Heartless Summoning
Manor Skeleton
Markov Patrician
Maw of the Mire
Moan of the Unhallowed
Morkrut Banshee
Night Terrors
Reaper from the Abyss
Rotting Fensnake
Screeching Bat // Stalking Vampire
Sever the Bloodline
Skeletal Grimace
Skirsdag High Priest
Stromkirk Patrol
Tribute to Hunger
Typhoid Rats
Unbreathing Horde
Unburial Rites
Vampire Interloper
Victim of Night
Village Cannibals
Ashmouth Hound
Balefire Dragon
Brimstone Volley
Burning Vengeance
Crossway Vampire
Curse of Stalked Prey
Curse of the Nightly Hunt
Curse of the Pierced Heart
Desperate Ravings
Falkenrath Marauders
Feral Ridgewolf
Furor of the Bitten
Geistflame
Hanweir Watchkeep // Bane of Hanweir
Harvest Pyre
Heretic's Punishment
Infernal Plunge
Instigator Gang // Wildblood Pack
Into the Maw of Hell
Kessig Wolf
Kruin Outlaw // Terror of Kruin Pass
Night Revelers
Nightbird's Clutches
Past in Flames
Pitchburn Devils
Rage Thrower
Reckless Waif // Merciless Predator
Riot Devils
Rolling Temblor
Scourge of Geier Reach
Skirsdag Cultist
Stromkirk Noble
Tormented Pariah // Rampaging Werewolf
Traitorous Blood
Vampiric Fury
Village Ironsmith // Ironfang
Ambush Viper
Bramblecrush
Caravan Vigil
Creeping Renaissance
Darkthicket Wolf
Daybreak Ranger // Nightfall Predator
Elder of Laurels
Essence of the Wild
Festerhide Boar
Full Moon's Rise
Helm of the Gods
Mage-Ring Responder
Meteorite
Orbs of Warding
Prism Ring
Pyromancer's Goggles
Ramroller
Sigil of Valor
Sword of the Animist
Throwing Knife
Veteran's Sidearm
War Horn
Battlefield Forge
Caves of Koilos
Foundry of the Consuls
Mage-Ring Network
Rogue's Passage
Eagle of the Watch
Into the Void
Flesh to Dust
Fiery Hellhound
Prized Unicorn
Alaborn Cavalier
Alaborn Grenadier
Alaborn Musketeer
Alaborn Trooper
Alaborn Veteran
Alaborn Zealot
Angel of Fury
Angelic Blessing
Angelic Wall
Armored Griffin
Bargain
Festival of Trokin
Just Fate
Path of Peace
Rally the Troops
Righteous Charge
Righteous Fury
Steam Catapult
Temple Acolyte
Temple Elder
Town Sentry
Trokin High Guard
Vengeance
Volunteer Militia
Warrior's Stand
Wild Griffin
Apprentice Sorcerer
Armored Galleon
Coastal Wizard
Denizen of the Deep
Déjà Vu
Exhaustion
Extinguish
Eye Spy
False Summoning
Mystic Denial
Piracy
Remove
Screeching Drake
Sleight of Hand
Steam Frigate
Talas Air Ship
Talas Explorer
Talas Merchant
Talas Researcher
Talas Scout
Talas Warrior
Theft of Dreams
Tidal Surge
Time Ebb
Touch of Brilliance
Wind Sail
Abyssal Nightstalker
Bloodcurdling Scream
Brutal Nightstalker
Chorus of Woe
Cruel Edict
Dakmor Bat
Dakmor Plague
Dakmor Scorpion
Dakmor Sorceress
Dark Offering
Foul Spirit
Hand of Death
Hidden Horror
Kiss of Death
Lurking Nightstalker
Moaning Spirit
Muck Rats
Nightstalker Engine
Prowling Nightstalker
Raiding Nightstalker
Rain of Daggers
Return of the Nightstalkers
Swarm of Rats
Vampiric Spirit
Brimstone Dragon
Cunning Giant
Goblin Cavaliers
Goblin Firestarter
Goblin Glider
Goblin Lore
Goblin Mountaineer
Goblin Piker
Goblin Raider
Goblin War Cry
Goblin War Strike
Jagged Lightning
Lava Axe
Magma Giant
Obsidian Giant
Ogre Arsonist
Ogre Berserker
Ogre Taskmaster
Ogre Warrior
Raging Goblin
Spitting Earth
Wildfire
Alluring Scent
Barbtooth Wurm
Bear Cub
Bee Sting
Deathcoil Wurm
Deep Wood
Golden Bear
Harmony of Nature
Ironhoof Ox
Lone Wolf
Lynx
Monstrous Growth
Natural Spring
Norwood Archers
Norwood Ranger
Norwood Riders
Norwood Warrior
Plated Wurm
Razorclaw Bear
Renewing Touch
River Bear
Salvage
Sylvan Basilisk
Sylvan Yeti
Tree Monkey
Wild Ox
Reciprocate
Hinder
Putrefy
Condemn
Mortify
Recollect
Tidings
Mana Tithe
Corrupt
Flame Javelin
Unmake
Blightning
Treetop Village
Greater Auramancy
Omniscience
Parallel Lives
Stranglehold
Smothering Tithe
Training Grounds
Purphoros God of the Forge
No Mercy
Growing Rites of Itlimoc // Itlimoc Cradle of the Sun
Painter's Servant
Mycosynth Lattice
Retrofitter Foundry
Richard Garfield Ph.D.
Kor Haven
Niv-Mizzet the Firemind
Tarmogoyf
Glen Elendra Archmage
Terastodon
Hornet Queen
Harvester of Souls
Kalonian Hydra
Dragonlord Atarka
Beast Whisperer
Urza Prince of Kroog
Helm of Kaldra
Aethergeode Miner
Call for Unity
Consulate Crackdown
Exquisite Archangel
